1,(CRIMINAL) NO.,1
2,10707 OF 2019 KANWAR PAL SINGH .....,2
3,"VERSUS THE STATE OF UTTAR PRADESH AND ANOTHER ..... JUDGMENT SANJIV KHANNA, J.",1
4,Leave granted.,0
5,2\.,0
6,"Kanwar Pal Singh, the appellant, impugns the order dated 22 nd July 2019 whereby the High Court of Judicature at Allahabad has dismissed his petition under Section 482 of the Code of Criminal Procedure, 1973 (Code for short) for quashing criminal prosecution under Section 379 of the Indian Penal Code, 1860 (IPC for short), Rules 3, 57 and 7 of the Uttar Pradesh Minor Signature Not Verified Digitally signed by RACHNA Date: 2019.12.18 16:10:30 IST Mineral (Concession) Rules, 1963, Sections 4 and 21 of the Mines Reason: and Minerals (Development and Regulation) Act, 1957 (Mines Regulation Act for short), and Sections 3 and 4 of the Prevention of Damage to Public Property Act, 1984 arising out of Crime Case No.",18
7,"289 of 2018, Police Station Vindyachal, District Mirzapur, Uttar Pradesh.",0
8,"The appellant had also challenged, without success before the High Court, the order dated 8 th February 2019 passed by the Chief Judicial Magistrate taking cognizance and summoning the appellant for trial.",7
9,3\.,0
10,"In brief, the facts of the case are that on the basis of a complaint filed by one Mr. S.K.",5
11,"Pal, Surveyor, Mines Department, District Mirzapur, FIR No.",1
12,"0289 dated 15th November 2018 was registered at Police Station, Vindyachal, inter alia recording that on 2nd November 2018, during inspection of the mining site in Village Nandni, Tehsil Sadar, District Mirzapur, the Nayab Tehsildar Indian Kanoon - http://indiankanoon.org/doc/13122594/ 1 Kanwar Pal Singh vs The State Of Uttar Pradesh on 18 December, 2019 had noticed illegal mining whereupon a report vide letter dated 12 th November 2018 was submitted to the Sub- Divisional Magistrate, Sadar.",9
13,The appellant is a Director of M/s.,1
14,Kanwar Enterprises Pvt.,0
15,"Ltd., which was granted rights to excavate sand vide mining lease over Plot No.",1
16,"2/4, measuring 12.35 acre and Plot No.",1
17,2/5 measuring 12.35 acre in Village Nandni.,0
18,"However, it is alleged that the appellant was mining sand outside the permitted area in Village Babhni numbered as 534/2 where he had illegally excavated a pit 50 feet long, 50 feet wide and 2 meter deep.",1
19,"Consequently, the District Magistrate had ordered for immediate registration of the FIR under the aforesaid provisions .",2
20,4\.,0
21,"Though a number of contentions were raised before the High Court, the learned senior counsel for the appellant has during the course of arguments before us restricted his submissions to the violation of Section 22 of the Mines Regulation Act and the legal effect thereof.",6
22,"Referring to the contents of the FIR, it is submitted that the appellant has been wrongly charge-sheeted by the police for the offences, as at the best there was violation of Section 4, which is punishable under Section 21 of the Mines Regulation Act.",5
23,It is highlighted that M/s.,0
24,Kanwar Enterprises Pvt.,0
25,Ltd. had held a valid lease for mining.,0
26,"As per Section 22 no court can take cognizance of the offences under the Mines Regulation Act, except on a complaint in writing by a person authorised by the Central or State Government.",4
27,"The State police not being authorised, could not have filed the charge-sheet/complaint.",2
28,The contention predicated on Section 22 of the Mines Regulation Act is made by relying upon the judgment of this Court in Jeewan Kumar Raut and Another v. Central Bureau of Investigation 1.,6
29,"In the written submissions filed by the appellant, a relatively new plea and contention has been raised by relying upon the (2009) 7 SCC 526 judgments of this Court in Belsund Sugar Company Limited v. State of Bihar,2 Sharat Babu Digumarti v. Government of NCT of Delhi3 and Suresh Nanda v. Central Bureau of Investigation 4 to urge that the Mines Regulation Act being a special statute, prosecution for an offence under Section 379 of the IPC would not be maintainable.",10
30,"The judgment of this Court in State (NCT of Delhi) v. Sanjay.5, it is submitted, is distinguishable as the FIR for the offence against illegal sand mining in Sanjay (supra) was registered suo moto due to non-production of any document to establish mining rights and therefore, the ratio in that case would apply only to cases of illegal mining where the mining lease had already been revoked or there was no subsisting mining lease.",4
31,5\.,0
32,We find the submission of the appellant to be untenable.,1
33,"In Sanjay (supra), a Division Bench of this Court had decided appeals preferred against the conflicting judgments of the Delhi High Court, Gujarat High Court, Kerala High Court, Calcutta High Court, Madras High Court and Jharkhand High Court on the question whether a person can be prosecuted for the offences under Sections 379/114 and other provisions of the IPC on the (1999) 9 SCC 620 (2017) 2 SCC 18 (2008) 3 SCC 674 (2014) 9 SCC 772 allegations of illegal mining in view of Section 22 of the Mines Regulation Act, which reads as under: 22\.",8
34,Cognizance of offences.,0
35,"No court shall take cognizance of any offence punishable under this Act or any rules made thereunder except upon complaint in writing made by a person authorised in this behalf by the Central Government or the State Indian Kanoon - http://indiankanoon.org/doc/13122594/ 2 Kanwar Pal Singh vs The State Of Uttar Pradesh on 18 December, 2019 Government.",8
36,"After adverting to the provisions of the Code, namely, Sections 2(c), 2(d) and 2(h) which define cognizable offence, complaint and investigation respectively, this Court had referred to Section 4 of the Code, which reads as under: 4\.",4
37,Trial of offences under the Indian Penal Code and other laws.,1
38,"(1) All offences under the Indian Penal Code (45 of 1860) shall be investigated, inquired into, tried, and otherwise dealt with according to the provisions hereinafter contained.",1
39,"(2) All offences under any other law shall be investigated, inquired into, tried, and otherwise dealt with according to the same provisions, but subject to any enactment for the time being in force regulating the manner or place of investigating, inquiring into, trying or otherwise dealing with such offences.",1
40,"As per sub-section (2) to Section 4, all offences under any law, other than the IPC, can be investigated, inquired into and tried under the Code, subject to any enactment regulating the manner or place of investigation, trial etc.",4
41,of such offences.,0
42,"Section 21 of the Mines Regulation Act, it was observed, states that the offences specified thereunder are cognizable.",2
43,Section 41 of the Code was referred to elucidate that the police has the power to arrest without warrant in case of cognizable offences.,3
44,"Sections 149 to 152 of Chapter XI of the Code that require the police to prevent cognizable offences either by arrest or otherwise, etc.",1
