1,1204 OF 2020 (Arising from SLP(C) No.,3
2,36253/2014) Vundavalli Ratna Manikyam & another …Appellants Versus V.P.P.R.N.,2
3,Prasada Rao …Respondent JUDGMENT M.R.,0
4,"SHAH, J.",0
5,Leave granted.,0
6,2\.,0
7,Feeling aggrieved and dissatisfied with the impugned common judgment and order dated 25.07.2014 passed by the High Court of Judicature at Hyderabad for the State of Telangana and for the State of Andhra Pradesh in Appeal Suit No.,6
8,"3511 of 1992, whereby the High Court has allowed the said appeal suit filed by the respondent herein – original plaintiff and has quashed and set aside the judgment and decree passed by the learned trial Court in O.S.",9
9,Signature Not Verified Digitally signed by JAYANT KUMAR ARORA Date: 2020.02.07 18:26:14 IST Reason: No.,1
10,"55 of 1986 dismissing the suit and consequently decreeing the suit of the respondent herein – original plaintiff for specific performance of the agreement 1 to sell dated 7.5.1981, the original defendants in O.S.",5
11,No.,1
12,55 of 1986 have preferred the present appeal.,3
13,3\.,0
14,The facts leading to the present appeal in nutshell are as under: That one Nimmalapudi Ramaswami – husband of original defendant no.1 was the original owner of the suit land.,1
15,"That the said Nimmalapudi Ramaswami agreed to sell the suit land by executing agreement to sell dated 7.5.1981 in favour of the original plaintiff for a sale consideration of Rs.59,200/-.",2
16,"He received an advance sale consideration of Rs.26,500/- on the same day.",0
17,"As per the agreement to sell, the balance sale consideration was required to be paid within four months.",0
18,"However, the time was extended making endorsement on the reverse of the original agreement to sell for another period of eight months.",1
19,"But during the extended period, the State Government initiated land acquisition proceedings for acquiring the suit property.",2
20,The original land owner – Nimmalapudi Ramaswami and the plaintiff made a representation for deleting the suit property from the proposed land acquisition.,1
21,"At this stage, it is required to be noted that in the representation made to the Assistant Collector, the original land owner categorically admitted that he has sold the suit land to the plaintiff for consideration and delivered possession of the land to the plaintiff.",2
22,The plaintiff also stated in the said representation that he has purchased the property under the agreement to sell and has taken possession of the property in question.,2
23,"That thereafter the State Government issued notification under Section 4 of the Land Acquisition Act, vide notification dated 21.09.1981.",6
24,2 3.1 The said notification came to be challenged by the plaintiff and another by filing Writ Petition No.,3
25,3161 of 1983.,2
26,The said writ petition came to be allowed and the notification came to be set aside by judgment and order dated 22.11.1984.,4
27,Appeal against the judgment of the High Court came to be dismissed by the Division Bench vide order dated 4.2.1985.,5
28,"After the death of the original land owner – Nimmalapudi Ramaswami, the original defendant no.1 – wife of Nimmalapudi Ramaswami executed a sale deed in favour of original defendant no.2 – Bogilla Satyanarayana Murthy.",0
29,"Apprehending that the wife of late Nimmalapudi Ramaswami – original defendant no.1 – Nimmalapudi Veeramma and the said Bogilla Satyanarayana Murthy may interfere with his possession, the original plaintiff – respondent herein filed O.S.",2
30,No.,1
31,"24 of 1984 in the Court of District Munsiff Court, Ramachandrapuram against the aforesaid two for permanent injunction and obtained a temporary injunction.",3
32,"The aforesaid suit was subsequently transferred to the District Munsif Court, Alamuru which was registered as O.S.",0
33,No.,1
34,"188/1984 and later the said suit was transferred to the Subordinate Judge, Ramachandrapuram and registered as O.S.",0
35,No.,1
36,94/1989 claiming permanent injunction restraining Bogilla Satyanarayana Murthy and his men from interfering with his possession.,0
37,3.2 That thereafter the plaintiff got issued a legal notice dated 20.01.1986 to original defendant no.1 – widow of late Nimmalapudi Ramaswami and Bogilla Satyanarayana Murthy claiming specific performance of the agreement to sell 3 dated 7.5.1981.,3
38,Original defendant no.1 – Nimmalapudi Veeramma replied to the aforesaid notice vide reply notice dated 31.1.1986 contending that she has already sold the property to Bogilla Satyanarayana Murthy for a valuable consideration and consequently refused to execute the sale deed.,2
39,"Therefore, the respondent herein – original plaintiff filed O.S.",1
40,No.,1
41,"55/1986 on the file of Subordinate Judge, Ramachandrapuram against the appellants herein – original defendants on 23.4.1986 for specific performance of the agreement to sell dated 7.5.1981.",2
42,"Alternatively, the plaintiff prayed to refund the advance amount of Rs.26,500/- together with interest @ 18% per annum and award of damages of Rs.25,000/-.",2
43,"3.3 That the said suit was resisted by original defendant no.1 – Nimmalapudi Veeramma by filing the written statement contending that after the death of her husband Nimmalapudi Ramaswami she was put in possession of the schedule property and she executed an agreement to sell dated 16.2.1983 and sold the suit property for Rs.20,000/- and received an advance of Rs.2,000/- and thereafter executed a registered sale deed dated 8.7.1983 in favour of defendant no.2 – Bogilla Satyanarayana Murthy and delivered possession to him on 10.05.1983.",2
44,It was also contended that the alleged agreement to sell dated 7.5.1981 is not true and valid and it is a collusive agreement brought into existence by Nimmalapudi Ramaswami in anticipation of the land acquisition proceedings.,2
45,Original defendant no.1 prayed to dismiss the suit filed by the plaintiff.,4
46,4 3.4 Original defendant no.2 – Bogilla Satyanarayana Murthy also filed the written statement in O.S.,1
47,No.,1
48,55/1986.,0
49,It was the case on behalf of original defendant no.2 that he is a bonafide purchaser for a valid consideration and he is in possession and enjoyment of the same by executing the sale deed in his favour executed by the wife of late Nimmalapudi Ramaswami.,1
50,3.5 That both the aforesaid suits being O.S.,0
51,No.,1
52,55/1986 (suit for specific performance) and O.S.,0
53,No.,1
54,94/1989 (suit for permanent injunction) were consolidated and heard together.,0
55,"In both the suits, the learned trial Court framed the issues.",1
56,"That both the plaintiffs and the defendants led the evidence, both oral as well as documentary.",2
57,"That on appreciation of evidence on record, the learned trial Court believed the execution of agreement to sell dated 7.5.1981 in favour of the plaintiff.",5
58,The learned trial Court also believed the possession of the plaintiff at the time of filing of the suit.,2
59,"However, the learned trial Court denied the specific performance of the agreement to sell dated 7.5.1981 only on the ground that the claim for specific performance is barred by limitation.",2
60,3.6 The learned trial Court decreed O.S.,1
61,No.,1
62,94/1989 and granted permanent injunction restraining the appellants – original defendants to interfere with the peaceful possession and enjoyment of the property in question having found that the plaintiff is in possession and enjoyment of the property.,2
63,3.7 Aggrieved by the common judgment and decree passed by the learned trial Court passed in O.S.,3
64,No.,1
65,"55 of 1986 in dismissing the suit for specific 5 performance of the agreement to sell dated 7.5.1981, the original plaintiff filed Appeal Suit No.",7
66,3511/1992 before the High Court.,0
67,The original defendants in O.S.,1
68,No.,1
69,55/1986 also filed Tr.A.S.,1
70,No.,1
71,439/2006 challenging the adverse findings on issue nos.,0
72,1 to 5 in O.S.,0
73,No.,1
74,"55/1986, i.e., believing the agreement to sell in favour of the plaintiff and believing the possession of the plaintiff under the agreement to sell dated 7.5.1981.",3
75,"At this stage, it is required to be noted that the learned trial Court dismissed the suit on the ground of limitation considering Article 54 of the Limitation Act.",3
76,"However, it was the specific case on behalf of the plaintiff that Article 113 of the Limitation Act would be applicable and therefore the suit is within the period of limitation.",4
77,"3.8 That by the impugned common judgment and order, the High Court has allowed the appeal suit no.",3
78,3511/1992 preferred by the original plaintiff and has quashed and set aside the judgment and decree passed by the learned trial Court dismissing the suit for specific performance and consequently has decreed the suit for specific performance applying Article 113 of the Limitation Act.,8
79,By the impugned common judgment and order the High Court has also dismissed Tr.A.S.,1
80,No.,1
81,439/2006 and Tr.A.S.,0
82,No.,1
83,962/2013 preferred by the original defendants confirming the findings on issue nos.,1
84,1 to 5 in O.S.,0
85,No.,1
86,55/1986 and also confirming the judgment and decree of permanent injunction in O.S.,1
87,No.,1
88,94/1989.,0
89,"3.9 Feeling aggrieved and dissatisfied with the impugned common judgment and order passed by the High Court, the original defendants have preferred the 6 present appeal.",3
90,It is required to be noted that what is challenged in the present appeal is the judgment and order passed by the High Court in A.S. No.,5
91,"3511/1992 only, vide which the High Court has allowed the said appeal preferred by the original plaintiff and consequently has decreed the suit for specific performance of agreement to sell dated 7.5.1981 in favour of the original plaintiff.",4
92,4\.,0
93,Learned Advocate appearing on behalf of the appellants – original defendants has vehemently submitted that in the facts and circumstances of the case the High Court has materially erred in quashing and setting aside the judgment and decree passed by the learned trial Court dismissing the suit on the ground of limitation.,7
94,4.1 It is further submitted by the learned Advocate appearing on behalf of the appellants – original defendants that the High Court has materially erred in not properly appreciating the fact that the learned trial Court rightly dismissed the suit on the ground of limitation applying Article 54 of the Limitation Act.,5
95,"It is submitted that, in the facts and circumstances of the case, Article 113 of the Limitation Act shall not be applicable.",1
