1,0.0
2,-0.9888888888888889
3,0.8756944444444444
4,0.337037037037037
5,0.0
6,0.337037037037037
7,0.5027777777777778
8,-0.9888888888888889
9,0.7790123456790123
10,0.5027777777777778
11,-0.9888888888888889
12,0.405
13,0.7025
14,0.25625
15,0.25625
16,-1.9749999999999999
17,0.25625
18,-1.9749999999999999
19,0.8140625
20,0.0
21,-1.9749999999999999
22,-0.48749999999999993
23,-1.9749999999999999
24,0.405
25,0.0
26,-0.48749999999999993
27,0.25625
28,0.0
29,0.405
30,0.25625
31,-1.9749999999999999
32,0.825
33,-0.48749999999999993
34,-1.9749999999999999
35,0.25625
36,0.825
37,-0.48749999999999993
38,0.25625
39,-1.9749999999999999
40,0.25625
41,0.825
42,-1.9749999999999999
43,0.25625
44,-1.9749999999999999
45,0.825
46,-0.48749999999999993
47,-0.48749999999999993
48,-1.9749999999999999
49,-0.48749999999999993
50,0.8140625
51,0.0
52,0.25625
53,0.0
54,-1.9749999999999999
55,0.0
56,-0.48749999999999993
57,-0.48749999999999993
